Vocab size: 8,192
Model config: {'sequence_len': 512, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 384, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 9.673286e+07
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011387 | lrm: 1.00 | dt: 1918ms | tok/sec: 17,087 | mfu: 11.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.227638 | lrm: 1.00 | dt: 403ms | tok/sec: 81,312 | mfu: 52.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.006374 | lrm: 1.00 | dt: 366ms | tok/sec: 89,505 | mfu: 57.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.588782 | lrm: 1.00 | dt: 367ms | tok/sec: 89,373 | mfu: 57.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.208686 | lrm: 1.00 | dt: 367ms | tok/sec: 89,259 | mfu: 57.6% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.953754 | lrm: 1.00 | dt: 366ms | tok/sec: 89,561 | mfu: 57.8% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.722742 | lrm: 1.00 | dt: 366ms | tok/sec: 89,629 | mfu: 57.8% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.535211 | lrm: 1.00 | dt: 367ms | tok/sec: 89,293 | mfu: 57.6% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.372522 | lrm: 1.00 | dt: 366ms | tok/sec: 89,577 | mfu: 57.8% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.211603 | lrm: 1.00 | dt: 367ms | tok/sec: 89,199 | mfu: 57.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.064425 | lrm: 1.00 | dt: 366ms | tok/sec: 89,435 | mfu: 57.7% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.956492 | lrm: 1.00 | dt: 366ms | tok/sec: 89,604 | mfu: 57.8% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.859335 | lrm: 1.00 | dt: 368ms | tok/sec: 89,163 | mfu: 57.5% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.764393 | lrm: 1.00 | dt: 365ms | tok/sec: 89,789 | mfu: 57.9% | epoch: 1 | remaining: 299s    
step 00316 (37.3%) | loss: 4.128569 | lrm: 0.80 | dt: 368ms | tok/sec: 89,163 | mfu: 57.5% | epoch: 1 | remaining: 188s    
step 00317 (37.4%) | loss: 4.121557 | lrm: 0.79 | dt: 366ms | tok/sec: 89,492 | mfu: 57.7% | epoch: 1 | remaining: 187s    
step 00318 (37.5%) | loss: 4.124662 | lrm: 0.79 | dt: 369ms | tok/sec: 88,884 | mfu: 57.3% | epoch: 1 | remaining: 187s    
step 00319 (37.6%) | loss: 4.121564 | lrm: 0.79 | dt: 366ms | tok/sec: 89,498 | mfu: 57.7% | epoch: 1 | remaining: 187s    
step 00320 (37.7%) | loss: 4.119899 | lrm: 0.79 | dt: 365ms | tok/sec: 89,749 | mfu: 57.9% | epoch: 1 | remaining: 186s    
step 00321 (37.9%) | loss: 4.122667 | lrm: 0.79 | dt: 368ms | tok/sec: 89,141 | mfu: 57.5% | epoch: 1 | remaining: 186s    
step 00322 (38.0%) | loss: 4.120896 | lrm: 0.79 | dt: 365ms | tok/sec: 89,856 | mfu: 57.9% | epoch: 1 | remaining: 186s    
step 00323 (38.1%) | loss: 4.117298 | lrm: 0.78 | dt: 367ms | tok/sec: 89,222 | mfu: 57.5% | epoch: 1 | remaining: 185s    
step 00324 (38.2%) | loss: 4.112322 | lrm: 0.78 | dt: 367ms | tok/sec: 89,251 | mfu: 57.6% | epoch: 1 | remaining: 185s    
step 00325 (38.4%) | loss: 4.107033 | lrm: 0.78 | dt: 366ms | tok/sec: 89,547 | mfu: 57.7% | epoch: 1 | remaining: 185s    
step 00326 (38.5%) | loss: 4.096414 | lrm: 0.78 | dt: 367ms | tok/sec: 89,257 | mfu: 57.6% | epoch: 1 | remaining: 184s    
step 00327 (38.6%) | loss: 4.097138 | lrm: 0.78 | dt: 365ms | tok/sec: 89,780 | mfu: 57.9% | epoch: 1 | remaining: 184s    
step 00328 (38.7%) | loss: 4.090681 | lrm: 0.78 | dt: 365ms | tok/sec: 89,776 | mfu: 57.9% | epoch: 1 | remaining: 183s    
step 00329 (38.8%) | loss: 4.088913 | lrm: 0.78 | dt: 368ms | tok/sec: 88,977 | mfu: 57.4% | epoch: 1 | remaining: 183s    
step 00330 (39.0%) | loss: 4.084800 | lrm: 0.77 | dt: 365ms | tok/sec: 89,796 | mfu: 57.9% | epoch: 1 | remaining: 183s    
step 00331 (39.1%) | loss: 4.085205 | lrm: 0.77 | dt: 366ms | tok/sec: 89,582 | mfu: 57.8% | epoch: 1 | remaining: 182s    
step 00332 (39.2%) | loss: 4.090447 | lrm: 0.77 | dt: 368ms | tok/sec: 89,149 | mfu: 57.5% | epoch: 1 | remaining: 182s    
step 00333 (39.3%) | loss: 4.090458 | lrm: 0.77 | dt: 367ms | tok/sec: 89,291 | mfu: 57.6% | epoch: 1 | remaining: 182s    
step 00334 (39.5%) | loss: 4.102184 | lrm: 0.77 | dt: 367ms | tok/sec: 89,299 | mfu: 57.6% | epoch: 1 | remaining: 181s    
step 00335 (39.6%) | loss: 4.096882 | lrm: 0.77 | dt: 367ms | tok/sec: 89,197 | mfu: 57.5% | epoch: 1 | remaining: 181s    
step 00336 (39.7%) | loss: 4.092695 | lrm: 0.77 | dt: 365ms | tok/sec: 89,785 | mfu: 57.9% | epoch: 1 | remaining: 181s    
step 00337 (39.8%) | loss: 4.095490 | lrm: 0.76 | dt: 368ms | tok/sec: 89,090 | mfu: 57.5% | epoch: 1 | remaining: 180s    
step 00338 (39.9%) | loss: 4.088332 | lrm: 0.76 | dt: 366ms | tok/sec: 89,522 | mfu: 57.7% | epoch: 1 | remaining: 180s    
step 00339 (40.1%) | loss: 4.087684 | lrm: 0.76 | dt: 367ms | tok/sec: 89,383 | mfu: 57.6% | epoch: 1 | remaining: 179s    
step 00340 (40.2%) | loss: 4.086626 | lrm: 0.76 | dt: 366ms | tok/sec: 89,559 | mfu: 57.8% | epoch: 1 | remaining: 179s    
step 00341 (40.3%) | loss: 4.084343 | lrm: 0.76 | dt: 367ms | tok/sec: 89,366 | mfu: 57.6% | epoch: 1 | remaining: 179s    
step 00342 (40.4%) | loss: 4.076543 | lrm: 0.76 | dt: 365ms | tok/sec: 89,793 | mfu: 57.9% | epoch: 1 | remaining: 178s    
step 00343 (40.6%) | loss: 4.070941 | lrm: 0.76 | dt: 367ms | tok/sec: 89,317 | mfu: 57.6% | epoch: 1 | remaining: 178s    
step 00344 (40.7%) | loss: 4.072797 | lrm: 0.75 | dt: 364ms | tok/sec: 89,925 | mfu: 58.0% | epoch: 1 | remaining: 178s    
step 00345 (40.8%) | loss: 4.076796 | lrm: 0.75 | dt: 368ms | tok/sec: 89,160 | mfu: 57.5% | epoch: 1 | remaining: 177s    
step 00346 (40.9%) | loss: 4.073942 | lrm: 0.75 | dt: 367ms | tok/sec: 89,377 | mfu: 57.6% | epoch: 1 | remaining: 177s    
step 00347 (41.0%) | loss: 4.069427 | lrm: 0.75 | dt: 365ms | tok/sec: 89,880 | mfu: 58.0% | epoch: 1 | remaining: 177s    
step 00348 (41.2%) | loss: 4.066567 | lrm: 0.75 | dt: 368ms | tok/sec: 89,133 | mfu: 57.5% | epoch: 1 | remaining: 176s    
step 00349 (41.3%) | loss: 4.057848 | lrm: 0.75 | dt: 366ms | tok/sec: 89,622 | mfu: 57.8% | epoch: 1 | remaining: 176s    
step 00350 (41.4%) | loss: 4.060899 | lrm: 0.75 | dt: 367ms | tok/sec: 89,363 | mfu: 57.6% | epoch: 1 | remaining: 175s    
step 00351 (41.5%) | loss: 4.065865 | lrm: 0.74 | dt: 368ms | tok/sec: 89,092 | mfu: 57.5% | epoch: 1 | remaining: 175s    
step 00352 (41.7%) | loss: 4.065650 | lrm: 0.74 | dt: 365ms | tok/sec: 89,686 | mfu: 57.8% | epoch: 1 | remaining: 175s    
step 00353 (41.8%) | loss: 4.071185 | lrm: 0.74 | dt: 366ms | tok/sec: 89,487 | mfu: 57.7% | epoch: 1 | remaining: 174s    
step 00354 (41.9%) | loss: 4.073752 | lrm: 0.74 | dt: 367ms | tok/sec: 89,344 | mfu: 57.6% | epoch: 1 | remaining: 174s    
step 00355 (42.0%) | loss: 4.079402 | lrm: 0.74 | dt: 365ms | tok/sec: 89,891 | mfu: 58.0% | epoch: 1 | remaining: 174s    
step 00356 (42.1%) | loss: 4.077696 | lrm: 0.74 | dt: 367ms | tok/sec: 89,249 | mfu: 57.6% | epoch: 1 | remaining: 173s    
step 00357 (42.3%) | loss: 4.077394 | lrm: 0.74 | dt: 366ms | tok/sec: 89,597 | mfu: 57.8% | epoch: 1 | remaining: 173s    
step 00358 (42.4%) | loss: 4.064718 | lrm: 0.73 | dt: 367ms | tok/sec: 89,187 | mfu: 57.5% | epoch: 1 | remaining: 172s    
step 00359 (42.5%) | loss: 4.056374 | lrm: 0.73 | dt: 367ms | tok/sec: 89,193 | mfu: 57.5% | epoch: 1 | remaining: 172s    
step 00360 (42.6%) | loss: 4.060072 | lrm: 0.73 | dt: 365ms | tok/sec: 89,866 | mfu: 58.0% | epoch: 1 | remaining: 172s    
step 00361 (42.8%) | loss: 4.049535 | lrm: 0.73 | dt: 368ms | tok/sec: 89,116 | mfu: 57.5% | epoch: 1 | remaining: 171s    
step 00362 (42.9%) | loss: 4.048710 | lrm: 0.73 | dt: 367ms | tok/sec: 89,291 | mfu: 57.6% | epoch: 1 | remaining: 171s    
step 00363 (43.0%) | loss: 4.047283 | lrm: 0.73 | dt: 366ms | tok/sec: 89,512 | mfu: 57.7% | epoch: 1 | remaining: 171s    
step 00364 (43.1%) | loss: 4.044877 | lrm: 0.73 | dt: 367ms | tok/sec: 89,165 | mfu: 57.5% | epoch: 1 | remaining: 170s    
step 00365 (43.2%) | loss: 4.049772 | lrm: 0.72 | dt: 368ms | tok/sec: 89,133 | mfu: 57.5% | epoch: 1 | remaining: 170s    
step 00366 (43.4%) | loss: 4.042154 | lrm: 0.72 | dt: 365ms | tok/sec: 89,728 | mfu: 57.9% | epoch: 1 | remaining: 170s    
step 00367 (43.5%) | loss: 4.044923 | lrm: 0.72 | dt: 369ms | tok/sec: 88,917 | mfu: 57.3% | epoch: 1 | remaining: 169s    
step 00368 (43.6%) | loss: 4.048685 | lrm: 0.72 | dt: 367ms | tok/sec: 89,392 | mfu: 57.6% | epoch: 1 | remaining: 169s    
step 00369 (43.7%) | loss: 4.039799 | lrm: 0.72 | dt: 364ms | tok/sec: 90,048 | mfu: 58.1% | epoch: 1 | remaining: 168s    
step 00370 (43.9%) | loss: 4.037842 | lrm: 0.72 | dt: 369ms | tok/sec: 88,832 | mfu: 57.3% | epoch: 1 | remaining: 168s    
step 00371 (44.0%) | loss: 4.041862 | lrm: 0.72 | dt: 367ms | tok/sec: 89,267 | mfu: 57.6% | epoch: 1 | remaining: 168s    
step 00372 (44.1%) | loss: 4.039581 | lrm: 0.71 | dt: 364ms | tok/sec: 89,977 | mfu: 58.0% | epoch: 1 | remaining: 167s    
step 00373 (44.2%) | loss: 4.035243 | lrm: 0.71 | dt: 368ms | tok/sec: 88,988 | mfu: 57.4% | epoch: 1 | remaining: 167s    
step 00374 (44.3%) | loss: 4.029051 | lrm: 0.71 | dt: 366ms | tok/sec: 89,650 | mfu: 57.8% | epoch: 1 | remaining: 167s    
step 00375 (44.5%) | loss: 4.027506 | lrm: 0.71 | dt: 368ms | tok/sec: 89,132 | mfu: 57.5% | epoch: 1 | remaining: 166s    
step 00376 (44.6%) | loss: 4.020825 | lrm: 0.71 | dt: 369ms | tok/sec: 88,755 | mfu: 57.2% | epoch: 1 | remaining: 166s    
step 00377 (44.7%) | loss: 4.021512 | lrm: 0.71 | dt: 366ms | tok/sec: 89,505 | mfu: 57.7% | epoch: 1 | remaining: 166s    
step 00378 (44.8%) | loss: 4.017993 | lrm: 0.71 | dt: 368ms | tok/sec: 89,130 | mfu: 57.5% | epoch: 1 | remaining: 165s    
step 00379 (45.0%) | loss: 4.022805 | lrm: 0.70 | dt: 368ms | tok/sec: 89,071 | mfu: 57.4% | epoch: 1 | remaining: 165s    
step 00380 (45.1%) | loss: 4.012457 | lrm: 0.70 | dt: 367ms | tok/sec: 89,318 | mfu: 57.6% | epoch: 1 | remaining: 164s    
step 00381 (45.2%) | loss: 4.007558 | lrm: 0.70 | dt: 368ms | tok/sec: 89,064 | mfu: 57.4% | epoch: 1 | remaining: 164s    
step 00382 (45.3%) | loss: 4.013850 | lrm: 0.70 | dt: 365ms | tok/sec: 89,685 | mfu: 57.8% | epoch: 1 | remaining: 164s    
step 00383 (45.4%) | loss: 4.013406 | lrm: 0.70 | dt: 367ms | tok/sec: 89,279 | mfu: 57.6% | epoch: 1 | remaining: 163s    
step 00384 (45.6%) | loss: 4.010924 | lrm: 0.70 | dt: 370ms | tok/sec: 88,455 | mfu: 57.0% | epoch: 1 | remaining: 163s    
step 00385 (45.7%) | loss: 4.006515 | lrm: 0.69 | dt: 368ms | tok/sec: 88,979 | mfu: 57.4% | epoch: 1 | remaining: 163s    
step 00386 (45.8%) | loss: 4.006902 | lrm: 0.69 | dt: 365ms | tok/sec: 89,854 | mfu: 57.9% | epoch: 1 | remaining: 162s    
step 00387 (45.9%) | loss: 3.998977 | lrm: 0.69 | dt: 364ms | tok/sec: 90,003 | mfu: 58.0% | epoch: 1 | remaining: 162s    
step 00388 (46.1%) | loss: 4.004259 | lrm: 0.69 | dt: 365ms | tok/sec: 89,719 | mfu: 57.9% | epoch: 1 | remaining: 161s    
step 00389 (46.2%) | loss: 4.005031 | lrm: 0.69 | dt: 364ms | tok/sec: 89,925 | mfu: 58.0% | epoch: 1 | remaining: 161s    
step 00390 (46.3%) | loss: 3.996855 | lrm: 0.69 | dt: 364ms | tok/sec: 90,143 | mfu: 58.1% | epoch: 1 | remaining: 161s    
step 00391 (46.4%) | loss: 4.002794 | lrm: 0.69 | dt: 366ms | tok/sec: 89,496 | mfu: 57.7% | epoch: 1 | remaining: 160s    
step 00392 (46.5%) | loss: 4.003146 | lrm: 0.68 | dt: 365ms | tok/sec: 89,742 | mfu: 57.9% | epoch: 1 | remaining: 160s    
step 00393 (46.7%) | loss: 3.996327 | lrm: 0.68 | dt: 365ms | tok/sec: 89,741 | mfu: 57.9% | epoch: 1 | remaining: 160s    
step 00394 (46.8%) | loss: 3.994117 | lrm: 0.68 | dt: 364ms | tok/sec: 89,922 | mfu: 58.0% | epoch: 1 | remaining: 159s    
step 00395 (46.9%) | loss: 4.000383 | lrm: 0.68 | dt: 364ms | tok/sec: 90,121 | mfu: 58.1% | epoch: 1 | remaining: 159s    
step 00396 (47.0%) | loss: 3.995394 | lrm: 0.68 | dt: 366ms | tok/sec: 89,540 | mfu: 57.7% | epoch: 1 | remaining: 159s    
step 00397 (47.1%) | loss: 3.993574 | lrm: 0.68 | dt: 365ms | tok/sec: 89,712 | mfu: 57.9% | epoch: 1 | remaining: 158s    
step 00398 (47.3%) | loss: 3.994422 | lrm: 0.68 | dt: 365ms | tok/sec: 89,768 | mfu: 57.9% | epoch: 1 | remaining: 158s    
step 00399 (47.4%) | loss: 3.995511 | lrm: 0.67 | dt: 365ms | tok/sec: 89,744 | mfu: 57.9% | epoch: 1 | remaining: 157s    
step 00400 (47.5%) | loss: 3.992059 | lrm: 0.67 | dt: 366ms | tok/sec: 89,474 | mfu: 57.7% | epoch: 1 | remaining: 157s    
step 00401 (47.6%) | loss: 3.997018 | lrm: 0.67 | dt: 364ms | tok/sec: 90,118 | mfu: 58.1% | epoch: 1 | remaining: 157s    
step 00402 (47.8%) | loss: 3.998313 | lrm: 0.67 | dt: 364ms | tok/sec: 89,951 | mfu: 58.0% | epoch: 1 | remaining: 156s    
step 00403 (47.9%) | loss: 3.996855 | lrm: 0.67 | dt: 365ms | tok/sec: 89,731 | mfu: 57.9% | epoch: 1 | remaining: 156s    
step 00404 (48.0%) | loss: 3.985616 | lrm: 0.67 | dt: 365ms | tok/sec: 89,848 | mfu: 57.9% | epoch: 1 | remaining: 156s    
step 00405 (48.1%) | loss: 3.993455 | lrm: 0.67 | dt: 364ms | tok/sec: 90,024 | mfu: 58.1% | epoch: 1 | remaining: 155s    
step 00406 (48.2%) | loss: 3.984893 | lrm: 0.66 | dt: 366ms | tok/sec: 89,503 | mfu: 57.7% | epoch: 1 | remaining: 155s    
step 00407 (48.4%) | loss: 3.977134 | lrm: 0.66 | dt: 364ms | tok/sec: 89,955 | mfu: 58.0% | epoch: 1 | remaining: 155s    
step 00408 (48.5%) | loss: 3.983504 | lrm: 0.66 | dt: 364ms | tok/sec: 89,937 | mfu: 58.0% | epoch: 1 | remaining: 154s    
step 00409 (48.6%) | loss: 3.983949 | lrm: 0.66 | dt: 365ms | tok/sec: 89,727 | mfu: 57.9% | epoch: 1 | remaining: 154s    
step 00410 (48.7%) | loss: 3.976439 | lrm: 0.66 | dt: 364ms | tok/sec: 89,918 | mfu: 58.0% | epoch: 1 | remaining: 153s    
step 00411 (48.9%) | loss: 3.979582 | lrm: 0.66 | dt: 363ms | tok/sec: 90,179 | mfu: 58.2% | epoch: 1 | remaining: 153s    
step 00412 (49.0%) | loss: 3.979789 | lrm: 0.66 | dt: 375ms | tok/sec: 87,297 | mfu: 56.3% | epoch: 1 | remaining: 153s    
step 00413 (49.1%) | loss: 3.980348 | lrm: 0.65 | dt: 373ms | tok/sec: 87,765 | mfu: 56.6% | epoch: 1 | remaining: 152s    
step 00414 (49.2%) | loss: 3.979098 | lrm: 0.65 | dt: 366ms | tok/sec: 89,513 | mfu: 57.7% | epoch: 1 | remaining: 152s    
step 00415 (49.3%) | loss: 3.974757 | lrm: 0.65 | dt: 366ms | tok/sec: 89,521 | mfu: 57.7% | epoch: 1 | remaining: 152s    
step 00416 (49.5%) | loss: 3.965806 | lrm: 0.65 | dt: 367ms | tok/sec: 89,406 | mfu: 57.7% | epoch: 1 | remaining: 151s    
step 00417 (49.6%) | loss: 3.965159 | lrm: 0.65 | dt: 367ms | tok/sec: 89,359 | mfu: 57.6% | epoch: 1 | remaining: 151s    
step 00418 (49.7%) | loss: 3.966644 | lrm: 0.65 | dt: 366ms | tok/sec: 89,436 | mfu: 57.7% | epoch: 1 | remaining: 151s    
step 00419 (49.8%) | loss: 3.961290 | lrm: 0.65 | dt: 366ms | tok/sec: 89,629 | mfu: 57.8% | epoch: 1 | remaining: 150s    
step 00420 (50.0%) | loss: 3.964156 | lrm: 0.64 | dt: 366ms | tok/sec: 89,557 | mfu: 57.8% | epoch: 1 | remaining: 150s    
step 00421 (50.1%) | loss: 3.968736 | lrm: 0.64 | dt: 367ms | tok/sec: 89,198 | mfu: 57.5% | epoch: 1 | remaining: 149s    
step 00422 (50.2%) | loss: 3.972352 | lrm: 0.64 | dt: 366ms | tok/sec: 89,484 | mfu: 57.7% | epoch: 1 | remaining: 149s    
step 00423 (50.3%) | loss: 3.971057 | lrm: 0.64 | dt: 367ms | tok/sec: 89,221 | mfu: 57.5% | epoch: 1 | remaining: 149s    
step 00424 (50.4%) | loss: 3.964589 | lrm: 0.64 | dt: 367ms | tok/sec: 89,285 | mfu: 57.6% | epoch: 1 | remaining: 148s    
step 00425 (50.6%) | loss: 3.970336 | lrm: 0.64 | dt: 365ms | tok/sec: 89,725 | mfu: 57.9% | epoch: 1 | remaining: 148s    
step 00426 (50.7%) | loss: 3.968887 | lrm: 0.64 | dt: 367ms | tok/sec: 89,287 | mfu: 57.6% | epoch: 1 | remaining: 148s    
step 00427 (50.8%) | loss: 3.966352 | lrm: 0.63 | dt: 367ms | tok/sec: 89,326 | mfu: 57.6% | epoch: 1 | remaining: 147s    
step 00428 (50.9%) | loss: 3.966328 | lrm: 0.63 | dt: 364ms | tok/sec: 89,994 | mfu: 58.0% | epoch: 1 | remaining: 147s    
step 00429 (51.1%) | loss: 3.966016 | lrm: 0.63 | dt: 367ms | tok/sec: 89,277 | mfu: 57.6% | epoch: 1 | remaining: 146s    
step 00430 (51.2%) | loss: 3.964438 | lrm: 0.63 | dt: 365ms | tok/sec: 89,676 | mfu: 57.8% | epoch: 1 | remaining: 146s    
step 00431 (51.3%) | loss: 3.967895 | lrm: 0.63 | dt: 367ms | tok/sec: 89,383 | mfu: 57.6% | epoch: 1 | remaining: 146s    
step 00432 (51.4%) | loss: 3.967077 | lrm: 0.63 | dt: 368ms | tok/sec: 89,131 | mfu: 57.5% | epoch: 1 | remaining: 145s    
step 00433 (51.5%) | loss: 3.958263 | lrm: 0.63 | dt: 364ms | tok/sec: 89,933 | mfu: 58.0% | epoch: 1 | remaining: 145s    
step 00434 (51.7%) | loss: 3.964352 | lrm: 0.62 | dt: 367ms | tok/sec: 89,180 | mfu: 57.5% | epoch: 1 | remaining: 145s    
step 00435 (51.8%) | loss: 3.965162 | lrm: 0.62 | dt: 367ms | tok/sec: 89,291 | mfu: 57.6% | epoch: 1 | remaining: 144s    
step 00436 (51.9%) | loss: 3.957526 | lrm: 0.62 | dt: 366ms | tok/sec: 89,518 | mfu: 57.7% | epoch: 1 | remaining: 144s    
step 00437 (52.0%) | loss: 3.949841 | lrm: 0.62 | dt: 366ms | tok/sec: 89,499 | mfu: 57.7% | epoch: 1 | remaining: 144s    
step 00438 (52.2%) | loss: 3.944604 | lrm: 0.62 | dt: 368ms | tok/sec: 89,118 | mfu: 57.5% | epoch: 1 | remaining: 143s    
step 00439 (52.3%) | loss: 3.944371 | lrm: 0.62 | dt: 365ms | tok/sec: 89,671 | mfu: 57.8% | epoch: 1 | remaining: 143s    
step 00440 (52.4%) | loss: 3.936999 | lrm: 0.62 | dt: 367ms | tok/sec: 89,262 | mfu: 57.6% | epoch: 1 | remaining: 142s    
step 00441 (52.5%) | loss: 3.928535 | lrm: 0.61 | dt: 366ms | tok/sec: 89,538 | mfu: 57.7% | epoch: 1 | remaining: 142s    
step 00442 (52.6%) | loss: 3.919155 | lrm: 0.61 | dt: 365ms | tok/sec: 89,860 | mfu: 57.9% | epoch: 1 | remaining: 142s    
step 00443 (52.8%) | loss: 3.927566 | lrm: 0.61 | dt: 369ms | tok/sec: 88,857 | mfu: 57.3% | epoch: 1 | remaining: 141s    
step 00444 (52.9%) | loss: 3.920840 | lrm: 0.61 | dt: 366ms | tok/sec: 89,610 | mfu: 57.8% | epoch: 1 | remaining: 141s    
step 00445 (53.0%) | loss: 3.920793 | lrm: 0.61 | dt: 366ms | tok/sec: 89,486 | mfu: 57.7% | epoch: 1 | remaining: 141s    
step 00446 (53.1%) | loss: 3.926132 | lrm: 0.61 | dt: 366ms | tok/sec: 89,409 | mfu: 57.7% | epoch: 1 | remaining: 140s    
step 00447 (53.3%) | loss: 3.926215 | lrm: 0.61 | dt: 365ms | tok/sec: 89,679 | mfu: 57.8% | epoch: 1 | remaining: 140s    
step 00448 (53.4%) | loss: 3.937461 | lrm: 0.60 | dt: 366ms | tok/sec: 89,411 | mfu: 57.7% | epoch: 1 | remaining: 140s    
step 00449 (53.5%) | loss: 3.931045 | lrm: 0.60 | dt: 367ms | tok/sec: 89,346 | mfu: 57.6% | epoch: 1 | remaining: 139s    
step 00450 (53.6%) | loss: 3.925043 | lrm: 0.60 | dt: 366ms | tok/sec: 89,496 | mfu: 57.7% | epoch: 1 | remaining: 139s    
step 00451 (53.7%) | loss: 3.916863 | lrm: 0.60 | dt: 367ms | tok/sec: 89,234 | mfu: 57.5% | epoch: 1 | remaining: 138s    
step 00452 (53.9%) | loss: 3.916586 | lrm: 0.60 | dt: 367ms | tok/sec: 89,333 | mfu: 57.6% | epoch: 1 | remaining: 138s    
step 00453 (54.0%) | loss: 3.916592 | lrm: 0.60 | dt: 367ms | tok/sec: 89,322 | mfu: 57.6% | epoch: 1 | remaining: 138s    
step 00454 (54.1%) | loss: 3.924388 | lrm: 0.59 | dt: 368ms | tok/sec: 89,009 | mfu: 57.4% | epoch: 1 | remaining: 137s    
step 00455 (54.2%) | loss: 3.915289 | lrm: 0.59 | dt: 365ms | tok/sec: 89,834 | mfu: 57.9% | epoch: 1 | remaining: 137s    
step 00456 (54.4%) | loss: 3.909709 | lrm: 0.59 | dt: 366ms | tok/sec: 89,472 | mfu: 57.7% | epoch: 1 | remaining: 137s    
step 00457 (54.5%) | loss: 3.919491 | lrm: 0.59 | dt: 374ms | tok/sec: 87,537 | mfu: 56.5% | epoch: 1 | remaining: 136s    
step 00458 (54.6%) | loss: 3.912871 | lrm: 0.59 | dt: 366ms | tok/sec: 89,454 | mfu: 57.7% | epoch: 1 | remaining: 136s    
step 00459 (54.7%) | loss: 3.917259 | lrm: 0.59 | dt: 366ms | tok/sec: 89,466 | mfu: 57.7% | epoch: 1 | remaining: 135s    
step 00460 (54.8%) | loss: 3.913672 | lrm: 0.59 | dt: 368ms | tok/sec: 89,037 | mfu: 57.4% | epoch: 1 | remaining: 135s    
step 00461 (55.0%) | loss: 3.909133 | lrm: 0.58 | dt: 367ms | tok/sec: 89,215 | mfu: 57.5% | epoch: 1 | remaining: 135s    
step 00462 (55.1%) | loss: 3.904010 | lrm: 0.58 | dt: 367ms | tok/sec: 89,330 | mfu: 57.6% | epoch: 1 | remaining: 134s    
step 00463 (55.2%) | loss: 3.907427 | lrm: 0.58 | dt: 366ms | tok/sec: 89,469 | mfu: 57.7% | epoch: 1 | remaining: 134s    
step 00464 (55.3%) | loss: 3.910864 | lrm: 0.58 | dt: 365ms | tok/sec: 89,797 | mfu: 57.9% | epoch: 1 | remaining: 134s    
step 00465 (55.5%) | loss: 3.913397 | lrm: 0.58 | dt: 369ms | tok/sec: 88,898 | mfu: 57.3% | epoch: 1 | remaining: 133s    
step 00466 (55.6%) | loss: 3.906392 | lrm: 0.58 | dt: 367ms | tok/sec: 89,314 | mfu: 57.6% | epoch: 1 | remaining: 133s    
step 00467 (55.7%) | loss: 3.904706 | lrm: 0.58 | dt: 365ms | tok/sec: 89,858 | mfu: 57.9% | epoch: 1 | remaining: 133s    
step 00468 (55.8%) | loss: 3.902809 | lrm: 0.57 | dt: 370ms | tok/sec: 88,538 | mfu: 57.1% | epoch: 1 | remaining: 132s    
step 00469 (55.9%) | loss: 3.905881 | lrm: 0.57 | dt: 370ms | tok/sec: 88,592 | mfu: 57.1% | epoch: 1 | remaining: 132s    
step 00470 (56.1%) | loss: 3.900546 | lrm: 0.57 | dt: 366ms | tok/sec: 89,597 | mfu: 57.8% | epoch: 1 | remaining: 131s    
step 00471 (56.2%) | loss: 3.903863 | lrm: 0.57 | dt: 369ms | tok/sec: 88,821 | mfu: 57.3% | epoch: 1 | remaining: 131s    
step 00472 (56.3%) | loss: 3.912566 | lrm: 0.57 | dt: 365ms | tok/sec: 89,690 | mfu: 57.8% | epoch: 1 | remaining: 131s    
step 00473 (56.4%) | loss: 3.905932 | lrm: 0.57 | dt: 366ms | tok/sec: 89,599 | mfu: 57.8% | epoch: 1 | remaining: 130s    
step 00474 (56.6%) | loss: 3.900812 | lrm: 0.57 | dt: 369ms | tok/sec: 88,851 | mfu: 57.3% | epoch: 1 | remaining: 130s    
