Vocab size: 8,192
Model config: {'sequence_len': 512, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 384, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,408
  scalars                 : 12
  total                   : 26,346,060
Estimated FLOPs per token: 9.673459e+07
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011249 | lrm: 1.00 | dt: 1466ms | tok/sec: 11,178 | mfu: 7.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.934780 | lrm: 1.00 | dt: 340ms | tok/sec: 48,164 | mfu: 31.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.681718 | lrm: 1.00 | dt: 298ms | tok/sec: 55,050 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.338754 | lrm: 1.00 | dt: 298ms | tok/sec: 54,962 | mfu: 35.4% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.028771 | lrm: 1.00 | dt: 298ms | tok/sec: 54,976 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.775651 | lrm: 1.00 | dt: 298ms | tok/sec: 55,036 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.555651 | lrm: 1.00 | dt: 298ms | tok/sec: 54,990 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.381238 | lrm: 1.00 | dt: 298ms | tok/sec: 55,037 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.240231 | lrm: 1.00 | dt: 299ms | tok/sec: 54,867 | mfu: 35.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.112508 | lrm: 1.00 | dt: 298ms | tok/sec: 55,045 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.993913 | lrm: 1.00 | dt: 298ms | tok/sec: 54,982 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.904808 | lrm: 1.00 | dt: 298ms | tok/sec: 55,029 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.823026 | lrm: 1.00 | dt: 298ms | tok/sec: 54,970 | mfu: 35.5% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.750104 | lrm: 1.00 | dt: 299ms | tok/sec: 54,817 | mfu: 35.4% | epoch: 1 | remaining: 299s    
step 00316 (30.3%) | loss: 4.381541 | lrm: 1.00 | dt: 299ms | tok/sec: 54,861 | mfu: 35.4% | epoch: 1 | remaining: 209s    
step 00317 (30.4%) | loss: 4.376684 | lrm: 1.00 | dt: 298ms | tok/sec: 54,917 | mfu: 35.4% | epoch: 1 | remaining: 208s    
step 00318 (30.5%) | loss: 4.365158 | lrm: 1.00 | dt: 299ms | tok/sec: 54,773 | mfu: 35.3% | epoch: 1 | remaining: 208s    
step 00319 (30.6%) | loss: 4.370134 | lrm: 1.00 | dt: 298ms | tok/sec: 54,963 | mfu: 35.4% | epoch: 1 | remaining: 208s    
step 00320 (30.7%) | loss: 4.375711 | lrm: 1.00 | dt: 298ms | tok/sec: 54,984 | mfu: 35.5% | epoch: 1 | remaining: 208s    
step 00321 (30.8%) | loss: 4.374934 | lrm: 1.00 | dt: 298ms | tok/sec: 54,890 | mfu: 35.4% | epoch: 1 | remaining: 207s    
step 00322 (30.9%) | loss: 4.376166 | lrm: 1.00 | dt: 298ms | tok/sec: 54,988 | mfu: 35.5% | epoch: 1 | remaining: 207s    
step 00323 (31.0%) | loss: 4.376614 | lrm: 1.00 | dt: 298ms | tok/sec: 54,900 | mfu: 35.4% | epoch: 1 | remaining: 207s    
step 00324 (31.1%) | loss: 4.374736 | lrm: 1.00 | dt: 298ms | tok/sec: 54,930 | mfu: 35.4% | epoch: 1 | remaining: 206s    
step 00325 (31.2%) | loss: 4.378068 | lrm: 1.00 | dt: 298ms | tok/sec: 54,970 | mfu: 35.5% | epoch: 1 | remaining: 206s    
step 00326 (31.3%) | loss: 4.365096 | lrm: 1.00 | dt: 298ms | tok/sec: 55,004 | mfu: 35.5% | epoch: 1 | remaining: 206s    
step 00327 (31.4%) | loss: 4.360634 | lrm: 1.00 | dt: 298ms | tok/sec: 54,915 | mfu: 35.4% | epoch: 1 | remaining: 205s    
step 00328 (31.5%) | loss: 4.359474 | lrm: 1.00 | dt: 298ms | tok/sec: 54,924 | mfu: 35.4% | epoch: 1 | remaining: 205s    
step 00329 (31.6%) | loss: 4.349871 | lrm: 1.00 | dt: 298ms | tok/sec: 54,950 | mfu: 35.4% | epoch: 1 | remaining: 205s    
step 00330 (31.7%) | loss: 4.350908 | lrm: 1.00 | dt: 298ms | tok/sec: 54,901 | mfu: 35.4% | epoch: 1 | remaining: 205s    
step 00331 (31.8%) | loss: 4.345951 | lrm: 1.00 | dt: 298ms | tok/sec: 55,003 | mfu: 35.5% | epoch: 1 | remaining: 204s    
step 00332 (31.9%) | loss: 4.348817 | lrm: 1.00 | dt: 298ms | tok/sec: 55,016 | mfu: 35.5% | epoch: 1 | remaining: 204s    
step 00333 (32.0%) | loss: 4.339683 | lrm: 1.00 | dt: 298ms | tok/sec: 54,962 | mfu: 35.4% | epoch: 1 | remaining: 204s    
step 00334 (32.1%) | loss: 4.338783 | lrm: 1.00 | dt: 298ms | tok/sec: 55,006 | mfu: 35.5% | epoch: 1 | remaining: 203s    
step 00335 (32.2%) | loss: 4.338952 | lrm: 1.00 | dt: 298ms | tok/sec: 55,006 | mfu: 35.5% | epoch: 1 | remaining: 203s    
step 00336 (32.3%) | loss: 4.339950 | lrm: 1.00 | dt: 298ms | tok/sec: 54,902 | mfu: 35.4% | epoch: 1 | remaining: 203s    
step 00337 (32.4%) | loss: 4.334207 | lrm: 1.00 | dt: 298ms | tok/sec: 54,930 | mfu: 35.4% | epoch: 1 | remaining: 202s    
step 00338 (32.5%) | loss: 4.335696 | lrm: 1.00 | dt: 298ms | tok/sec: 54,948 | mfu: 35.4% | epoch: 1 | remaining: 202s    
step 00339 (32.6%) | loss: 4.331766 | lrm: 1.00 | dt: 299ms | tok/sec: 54,718 | mfu: 35.3% | epoch: 1 | remaining: 202s    
step 00340 (32.7%) | loss: 4.328949 | lrm: 1.00 | dt: 298ms | tok/sec: 54,984 | mfu: 35.5% | epoch: 1 | remaining: 202s    
step 00341 (32.8%) | loss: 4.338955 | lrm: 1.00 | dt: 298ms | tok/sec: 55,011 | mfu: 35.5% | epoch: 1 | remaining: 201s    
step 00342 (32.9%) | loss: 4.344715 | lrm: 1.00 | dt: 298ms | tok/sec: 54,927 | mfu: 35.4% | epoch: 1 | remaining: 201s    
step 00343 (33.0%) | loss: 4.345572 | lrm: 1.00 | dt: 298ms | tok/sec: 54,952 | mfu: 35.4% | epoch: 1 | remaining: 201s    
step 00344 (33.1%) | loss: 4.333699 | lrm: 1.00 | dt: 298ms | tok/sec: 54,935 | mfu: 35.4% | epoch: 1 | remaining: 200s    
step 00345 (33.2%) | loss: 4.328375 | lrm: 1.00 | dt: 299ms | tok/sec: 54,812 | mfu: 35.3% | epoch: 1 | remaining: 200s    
step 00346 (33.3%) | loss: 4.330880 | lrm: 1.00 | dt: 298ms | tok/sec: 54,965 | mfu: 35.4% | epoch: 1 | remaining: 200s    
step 00347 (33.4%) | loss: 4.347745 | lrm: 1.00 | dt: 298ms | tok/sec: 54,888 | mfu: 35.4% | epoch: 1 | remaining: 199s    
step 00348 (33.5%) | loss: 4.341399 | lrm: 1.00 | dt: 298ms | tok/sec: 54,986 | mfu: 35.5% | epoch: 1 | remaining: 199s    
step 00349 (33.6%) | loss: 4.337849 | lrm: 1.00 | dt: 298ms | tok/sec: 54,910 | mfu: 35.4% | epoch: 1 | remaining: 199s    
step 00350 (33.7%) | loss: 4.342437 | lrm: 1.00 | dt: 298ms | tok/sec: 54,954 | mfu: 35.4% | epoch: 1 | remaining: 199s    
step 00351 (33.8%) | loss: 4.332341 | lrm: 1.00 | dt: 298ms | tok/sec: 55,026 | mfu: 35.5% | epoch: 1 | remaining: 198s    
step 00352 (33.9%) | loss: 4.327925 | lrm: 1.00 | dt: 298ms | tok/sec: 54,961 | mfu: 35.4% | epoch: 1 | remaining: 198s    
step 00353 (34.0%) | loss: 4.327774 | lrm: 1.00 | dt: 298ms | tok/sec: 54,983 | mfu: 35.5% | epoch: 1 | remaining: 198s    
step 00354 (34.1%) | loss: 4.332061 | lrm: 1.00 | dt: 298ms | tok/sec: 54,992 | mfu: 35.5% | epoch: 1 | remaining: 197s    
step 00355 (34.2%) | loss: 4.336137 | lrm: 1.00 | dt: 298ms | tok/sec: 54,906 | mfu: 35.4% | epoch: 1 | remaining: 197s    
step 00356 (34.3%) | loss: 4.337411 | lrm: 1.00 | dt: 298ms | tok/sec: 54,934 | mfu: 35.4% | epoch: 1 | remaining: 197s    
step 00357 (34.4%) | loss: 4.326257 | lrm: 1.00 | dt: 299ms | tok/sec: 54,808 | mfu: 35.3% | epoch: 1 | remaining: 196s    
step 00358 (34.5%) | loss: 4.316828 | lrm: 1.00 | dt: 299ms | tok/sec: 54,787 | mfu: 35.3% | epoch: 1 | remaining: 196s    
step 00359 (34.6%) | loss: 4.314864 | lrm: 1.00 | dt: 299ms | tok/sec: 54,872 | mfu: 35.4% | epoch: 1 | remaining: 196s    
step 00360 (34.7%) | loss: 4.307893 | lrm: 1.00 | dt: 299ms | tok/sec: 54,831 | mfu: 35.4% | epoch: 1 | remaining: 196s    
step 00361 (34.8%) | loss: 4.300360 | lrm: 1.00 | dt: 298ms | tok/sec: 54,936 | mfu: 35.4% | epoch: 1 | remaining: 195s    
step 00362 (34.9%) | loss: 4.300169 | lrm: 1.00 | dt: 298ms | tok/sec: 55,005 | mfu: 35.5% | epoch: 1 | remaining: 195s    
step 00363 (35.0%) | loss: 4.297399 | lrm: 1.00 | dt: 298ms | tok/sec: 54,926 | mfu: 35.4% | epoch: 1 | remaining: 195s    
step 00364 (35.1%) | loss: 4.282689 | lrm: 1.00 | dt: 298ms | tok/sec: 54,963 | mfu: 35.4% | epoch: 1 | remaining: 194s    
step 00365 (35.2%) | loss: 4.280025 | lrm: 1.00 | dt: 298ms | tok/sec: 54,893 | mfu: 35.4% | epoch: 1 | remaining: 194s    
step 00366 (35.3%) | loss: 4.287531 | lrm: 1.00 | dt: 298ms | tok/sec: 55,017 | mfu: 35.5% | epoch: 1 | remaining: 194s    
step 00367 (35.4%) | loss: 4.283951 | lrm: 1.00 | dt: 298ms | tok/sec: 54,937 | mfu: 35.4% | epoch: 1 | remaining: 193s    
step 00368 (35.5%) | loss: 4.282183 | lrm: 1.00 | dt: 299ms | tok/sec: 54,878 | mfu: 35.4% | epoch: 1 | remaining: 193s    
step 00369 (35.6%) | loss: 4.284891 | lrm: 1.00 | dt: 299ms | tok/sec: 54,866 | mfu: 35.4% | epoch: 1 | remaining: 193s    
step 00370 (35.7%) | loss: 4.287326 | lrm: 1.00 | dt: 298ms | tok/sec: 55,017 | mfu: 35.5% | epoch: 1 | remaining: 193s    
step 00371 (35.8%) | loss: 4.289095 | lrm: 1.00 | dt: 298ms | tok/sec: 54,982 | mfu: 35.5% | epoch: 1 | remaining: 192s    
step 00372 (35.9%) | loss: 4.290977 | lrm: 1.00 | dt: 298ms | tok/sec: 54,946 | mfu: 35.4% | epoch: 1 | remaining: 192s    
step 00373 (36.0%) | loss: 4.286440 | lrm: 1.00 | dt: 298ms | tok/sec: 54,898 | mfu: 35.4% | epoch: 1 | remaining: 192s    
step 00374 (36.1%) | loss: 4.270656 | lrm: 1.00 | dt: 298ms | tok/sec: 54,937 | mfu: 35.4% | epoch: 1 | remaining: 191s    
step 00375 (36.2%) | loss: 4.280864 | lrm: 1.00 | dt: 298ms | tok/sec: 54,938 | mfu: 35.4% | epoch: 1 | remaining: 191s    
step 00376 (36.3%) | loss: 4.285137 | lrm: 1.00 | dt: 299ms | tok/sec: 54,797 | mfu: 35.3% | epoch: 1 | remaining: 191s    
step 00377 (36.4%) | loss: 4.270052 | lrm: 1.00 | dt: 298ms | tok/sec: 55,057 | mfu: 35.5% | epoch: 1 | remaining: 191s    
step 00378 (36.5%) | loss: 4.275875 | lrm: 1.00 | dt: 298ms | tok/sec: 55,023 | mfu: 35.5% | epoch: 1 | remaining: 190s    
step 00379 (36.6%) | loss: 4.280271 | lrm: 1.00 | dt: 298ms | tok/sec: 54,985 | mfu: 35.5% | epoch: 1 | remaining: 190s    
step 00380 (36.7%) | loss: 4.274203 | lrm: 1.00 | dt: 299ms | tok/sec: 54,867 | mfu: 35.4% | epoch: 1 | remaining: 190s    
step 00381 (36.8%) | loss: 4.284967 | lrm: 1.00 | dt: 298ms | tok/sec: 54,953 | mfu: 35.4% | epoch: 1 | remaining: 189s    
step 00382 (36.9%) | loss: 4.280710 | lrm: 1.00 | dt: 299ms | tok/sec: 54,865 | mfu: 35.4% | epoch: 1 | remaining: 189s    
step 00383 (37.0%) | loss: 4.285748 | lrm: 1.00 | dt: 298ms | tok/sec: 54,943 | mfu: 35.4% | epoch: 1 | remaining: 189s    
step 00384 (37.1%) | loss: 4.289742 | lrm: 1.00 | dt: 298ms | tok/sec: 54,995 | mfu: 35.5% | epoch: 1 | remaining: 188s    
step 00385 (37.2%) | loss: 4.283753 | lrm: 1.00 | dt: 299ms | tok/sec: 54,751 | mfu: 35.3% | epoch: 1 | remaining: 188s    
step 00386 (37.3%) | loss: 4.279519 | lrm: 1.00 | dt: 299ms | tok/sec: 54,871 | mfu: 35.4% | epoch: 1 | remaining: 188s    
step 00387 (37.4%) | loss: 4.283498 | lrm: 1.00 | dt: 298ms | tok/sec: 54,914 | mfu: 35.4% | epoch: 1 | remaining: 188s    
step 00388 (37.5%) | loss: 4.284657 | lrm: 1.00 | dt: 298ms | tok/sec: 54,904 | mfu: 35.4% | epoch: 1 | remaining: 187s    
step 00389 (37.6%) | loss: 4.284647 | lrm: 1.00 | dt: 298ms | tok/sec: 54,947 | mfu: 35.4% | epoch: 1 | remaining: 187s    
step 00390 (37.7%) | loss: 4.286690 | lrm: 1.00 | dt: 298ms | tok/sec: 54,895 | mfu: 35.4% | epoch: 1 | remaining: 187s    
step 00391 (37.8%) | loss: 4.279815 | lrm: 1.00 | dt: 298ms | tok/sec: 54,927 | mfu: 35.4% | epoch: 1 | remaining: 186s    
step 00392 (37.9%) | loss: 4.269111 | lrm: 1.00 | dt: 298ms | tok/sec: 54,962 | mfu: 35.4% | epoch: 1 | remaining: 186s    
step 00393 (38.0%) | loss: 4.272555 | lrm: 1.00 | dt: 298ms | tok/sec: 54,968 | mfu: 35.4% | epoch: 1 | remaining: 186s    
step 00394 (38.1%) | loss: 4.260703 | lrm: 1.00 | dt: 300ms | tok/sec: 54,659 | mfu: 35.2% | epoch: 1 | remaining: 185s    
step 00395 (38.2%) | loss: 4.255358 | lrm: 1.00 | dt: 299ms | tok/sec: 54,806 | mfu: 35.3% | epoch: 1 | remaining: 185s    
step 00396 (38.3%) | loss: 4.258363 | lrm: 1.00 | dt: 299ms | tok/sec: 54,866 | mfu: 35.4% | epoch: 1 | remaining: 185s    
step 00397 (38.4%) | loss: 4.253699 | lrm: 1.00 | dt: 298ms | tok/sec: 54,955 | mfu: 35.4% | epoch: 1 | remaining: 185s    
step 00398 (38.5%) | loss: 4.262124 | lrm: 1.00 | dt: 298ms | tok/sec: 55,009 | mfu: 35.5% | epoch: 1 | remaining: 184s    
step 00399 (38.6%) | loss: 4.265326 | lrm: 1.00 | dt: 298ms | tok/sec: 54,958 | mfu: 35.4% | epoch: 1 | remaining: 184s    
step 00400 (38.7%) | loss: 4.249244 | lrm: 1.00 | dt: 298ms | tok/sec: 54,942 | mfu: 35.4% | epoch: 1 | remaining: 184s    
step 00401 (38.8%) | loss: 4.242368 | lrm: 1.00 | dt: 298ms | tok/sec: 54,900 | mfu: 35.4% | epoch: 1 | remaining: 183s    
step 00402 (38.9%) | loss: 4.243314 | lrm: 1.00 | dt: 298ms | tok/sec: 54,986 | mfu: 35.5% | epoch: 1 | remaining: 183s    
step 00403 (39.0%) | loss: 4.243727 | lrm: 1.00 | dt: 298ms | tok/sec: 54,951 | mfu: 35.4% | epoch: 1 | remaining: 183s    
step 00404 (39.1%) | loss: 4.237722 | lrm: 1.00 | dt: 298ms | tok/sec: 54,907 | mfu: 35.4% | epoch: 1 | remaining: 182s    
step 00405 (39.2%) | loss: 4.231571 | lrm: 1.00 | dt: 298ms | tok/sec: 54,932 | mfu: 35.4% | epoch: 1 | remaining: 182s    
step 00406 (39.3%) | loss: 4.230405 | lrm: 1.00 | dt: 298ms | tok/sec: 54,962 | mfu: 35.4% | epoch: 1 | remaining: 182s    
step 00407 (39.4%) | loss: 4.227805 | lrm: 1.00 | dt: 298ms | tok/sec: 54,905 | mfu: 35.4% | epoch: 1 | remaining: 182s    
step 00408 (39.5%) | loss: 4.241110 | lrm: 1.00 | dt: 298ms | tok/sec: 54,939 | mfu: 35.4% | epoch: 1 | remaining: 181s    
step 00409 (39.6%) | loss: 4.237913 | lrm: 1.00 | dt: 298ms | tok/sec: 54,919 | mfu: 35.4% | epoch: 1 | remaining: 181s    
step 00410 (39.7%) | loss: 4.243425 | lrm: 1.00 | dt: 298ms | tok/sec: 54,963 | mfu: 35.4% | epoch: 1 | remaining: 181s    
step 00411 (39.8%) | loss: 4.236277 | lrm: 1.00 | dt: 298ms | tok/sec: 55,007 | mfu: 35.5% | epoch: 1 | remaining: 180s    
step 00412 (39.9%) | loss: 4.232981 | lrm: 1.00 | dt: 299ms | tok/sec: 54,856 | mfu: 35.4% | epoch: 1 | remaining: 180s    
step 00413 (40.0%) | loss: 4.238633 | lrm: 1.00 | dt: 298ms | tok/sec: 54,942 | mfu: 35.4% | epoch: 1 | remaining: 180s    
step 00414 (40.1%) | loss: 4.247579 | lrm: 1.00 | dt: 298ms | tok/sec: 54,988 | mfu: 35.5% | epoch: 1 | remaining: 179s    
step 00415 (40.2%) | loss: 4.257480 | lrm: 1.00 | dt: 298ms | tok/sec: 54,997 | mfu: 35.5% | epoch: 1 | remaining: 179s    
step 00416 (40.3%) | loss: 4.237650 | lrm: 1.00 | dt: 298ms | tok/sec: 54,910 | mfu: 35.4% | epoch: 1 | remaining: 179s    
step 00417 (40.4%) | loss: 4.236777 | lrm: 1.00 | dt: 298ms | tok/sec: 54,950 | mfu: 35.4% | epoch: 1 | remaining: 179s    
step 00418 (40.5%) | loss: 4.238066 | lrm: 1.00 | dt: 298ms | tok/sec: 54,927 | mfu: 35.4% | epoch: 1 | remaining: 178s    
step 00419 (40.6%) | loss: 4.241068 | lrm: 1.00 | dt: 299ms | tok/sec: 54,864 | mfu: 35.4% | epoch: 1 | remaining: 178s    
step 00420 (40.7%) | loss: 4.229128 | lrm: 1.00 | dt: 299ms | tok/sec: 54,855 | mfu: 35.4% | epoch: 1 | remaining: 178s    
step 00421 (40.8%) | loss: 4.217512 | lrm: 1.00 | dt: 298ms | tok/sec: 54,964 | mfu: 35.4% | epoch: 1 | remaining: 177s    
step 00422 (40.9%) | loss: 4.228732 | lrm: 1.00 | dt: 298ms | tok/sec: 54,892 | mfu: 35.4% | epoch: 1 | remaining: 177s    
step 00423 (41.0%) | loss: 4.226316 | lrm: 1.00 | dt: 298ms | tok/sec: 54,946 | mfu: 35.4% | epoch: 1 | remaining: 177s    
step 00424 (41.1%) | loss: 4.218369 | lrm: 1.00 | dt: 298ms | tok/sec: 54,887 | mfu: 35.4% | epoch: 1 | remaining: 176s    
step 00425 (41.2%) | loss: 4.210177 | lrm: 1.00 | dt: 298ms | tok/sec: 54,904 | mfu: 35.4% | epoch: 1 | remaining: 176s    
step 00426 (41.3%) | loss: 4.195139 | lrm: 1.00 | dt: 298ms | tok/sec: 54,903 | mfu: 35.4% | epoch: 1 | remaining: 176s    
step 00427 (41.4%) | loss: 4.205657 | lrm: 1.00 | dt: 298ms | tok/sec: 54,932 | mfu: 35.4% | epoch: 1 | remaining: 176s    
step 00428 (41.5%) | loss: 4.199049 | lrm: 1.00 | dt: 298ms | tok/sec: 54,937 | mfu: 35.4% | epoch: 1 | remaining: 175s    
step 00429 (41.6%) | loss: 4.197707 | lrm: 1.00 | dt: 298ms | tok/sec: 54,936 | mfu: 35.4% | epoch: 1 | remaining: 175s    
step 00430 (41.7%) | loss: 4.197412 | lrm: 1.00 | dt: 298ms | tok/sec: 54,937 | mfu: 35.4% | epoch: 1 | remaining: 175s    
step 00431 (41.8%) | loss: 4.184197 | lrm: 1.00 | dt: 299ms | tok/sec: 54,850 | mfu: 35.4% | epoch: 1 | remaining: 174s    
step 00432 (41.9%) | loss: 4.184498 | lrm: 1.00 | dt: 298ms | tok/sec: 55,009 | mfu: 35.5% | epoch: 1 | remaining: 174s    
step 00433 (42.0%) | loss: 4.193684 | lrm: 1.00 | dt: 298ms | tok/sec: 54,959 | mfu: 35.4% | epoch: 1 | remaining: 174s    
step 00434 (42.1%) | loss: 4.194388 | lrm: 1.00 | dt: 298ms | tok/sec: 54,912 | mfu: 35.4% | epoch: 1 | remaining: 173s    
step 00435 (42.2%) | loss: 4.198164 | lrm: 1.00 | dt: 297ms | tok/sec: 55,077 | mfu: 35.5% | epoch: 1 | remaining: 173s    
step 00436 (42.3%) | loss: 4.210882 | lrm: 1.00 | dt: 298ms | tok/sec: 54,956 | mfu: 35.4% | epoch: 1 | remaining: 173s    
step 00437 (42.4%) | loss: 4.205509 | lrm: 1.00 | dt: 299ms | tok/sec: 54,858 | mfu: 35.4% | epoch: 1 | remaining: 173s    
step 00438 (42.5%) | loss: 4.201820 | lrm: 1.00 | dt: 298ms | tok/sec: 54,930 | mfu: 35.4% | epoch: 1 | remaining: 172s    
step 00439 (42.6%) | loss: 4.203610 | lrm: 1.00 | dt: 298ms | tok/sec: 54,961 | mfu: 35.4% | epoch: 1 | remaining: 172s    
step 00440 (42.7%) | loss: 4.212940 | lrm: 1.00 | dt: 299ms | tok/sec: 54,793 | mfu: 35.3% | epoch: 1 | remaining: 172s    
step 00441 (42.8%) | loss: 4.206416 | lrm: 1.00 | dt: 298ms | tok/sec: 54,988 | mfu: 35.5% | epoch: 1 | remaining: 171s    
step 00442 (42.9%) | loss: 4.201192 | lrm: 1.00 | dt: 298ms | tok/sec: 55,016 | mfu: 35.5% | epoch: 1 | remaining: 171s    
step 00443 (43.0%) | loss: 4.199645 | lrm: 1.00 | dt: 299ms | tok/sec: 54,822 | mfu: 35.4% | epoch: 1 | remaining: 171s    
step 00444 (43.1%) | loss: 4.197684 | lrm: 1.00 | dt: 298ms | tok/sec: 54,920 | mfu: 35.4% | epoch: 1 | remaining: 171s    
step 00445 (43.2%) | loss: 4.206667 | lrm: 1.00 | dt: 298ms | tok/sec: 54,907 | mfu: 35.4% | epoch: 1 | remaining: 170s    
step 00446 (43.3%) | loss: 4.199742 | lrm: 1.00 | dt: 298ms | tok/sec: 54,965 | mfu: 35.4% | epoch: 1 | remaining: 170s    
step 00447 (43.4%) | loss: 4.196869 | lrm: 1.00 | dt: 299ms | tok/sec: 54,868 | mfu: 35.4% | epoch: 1 | remaining: 170s    
step 00448 (43.5%) | loss: 4.195094 | lrm: 1.00 | dt: 298ms | tok/sec: 54,963 | mfu: 35.4% | epoch: 1 | remaining: 169s    
step 00449 (43.6%) | loss: 4.194865 | lrm: 1.00 | dt: 300ms | tok/sec: 54,654 | mfu: 35.2% | epoch: 1 | remaining: 169s    
step 00450 (43.7%) | loss: 4.199135 | lrm: 1.00 | dt: 298ms | tok/sec: 54,925 | mfu: 35.4% | epoch: 1 | remaining: 169s    
step 00451 (43.8%) | loss: 4.201852 | lrm: 1.00 | dt: 298ms | tok/sec: 54,944 | mfu: 35.4% | epoch: 1 | remaining: 168s    
step 00452 (43.9%) | loss: 4.192844 | lrm: 1.00 | dt: 298ms | tok/sec: 54,892 | mfu: 35.4% | epoch: 1 | remaining: 168s    
step 00453 (44.0%) | loss: 4.184511 | lrm: 1.00 | dt: 298ms | tok/sec: 54,968 | mfu: 35.4% | epoch: 1 | remaining: 168s    
step 00454 (44.1%) | loss: 4.192941 | lrm: 1.00 | dt: 298ms | tok/sec: 54,896 | mfu: 35.4% | epoch: 1 | remaining: 168s    
step 00455 (44.2%) | loss: 4.170653 | lrm: 1.00 | dt: 299ms | tok/sec: 54,705 | mfu: 35.3% | epoch: 1 | remaining: 167s    
step 00456 (44.3%) | loss: 4.173691 | lrm: 1.00 | dt: 298ms | tok/sec: 54,906 | mfu: 35.4% | epoch: 1 | remaining: 167s    
step 00457 (44.4%) | loss: 4.180510 | lrm: 1.00 | dt: 298ms | tok/sec: 54,988 | mfu: 35.5% | epoch: 1 | remaining: 167s    
step 00458 (44.5%) | loss: 4.184356 | lrm: 1.00 | dt: 299ms | tok/sec: 54,764 | mfu: 35.3% | epoch: 1 | remaining: 166s    
step 00459 (44.6%) | loss: 4.190317 | lrm: 1.00 | dt: 298ms | tok/sec: 55,019 | mfu: 35.5% | epoch: 1 | remaining: 166s    
step 00460 (44.7%) | loss: 4.190260 | lrm: 1.00 | dt: 298ms | tok/sec: 54,928 | mfu: 35.4% | epoch: 1 | remaining: 166s    
step 00461 (44.8%) | loss: 4.184214 | lrm: 1.00 | dt: 299ms | tok/sec: 54,885 | mfu: 35.4% | epoch: 1 | remaining: 165s    
step 00462 (44.9%) | loss: 4.176882 | lrm: 1.00 | dt: 298ms | tok/sec: 54,940 | mfu: 35.4% | epoch: 1 | remaining: 165s    
step 00463 (45.0%) | loss: 4.170206 | lrm: 1.00 | dt: 298ms | tok/sec: 54,945 | mfu: 35.4% | epoch: 1 | remaining: 165s    
step 00464 (45.1%) | loss: 4.162146 | lrm: 1.00 | dt: 298ms | tok/sec: 54,951 | mfu: 35.4% | epoch: 1 | remaining: 165s    
step 00465 (45.2%) | loss: 4.169607 | lrm: 1.00 | dt: 298ms | tok/sec: 54,919 | mfu: 35.4% | epoch: 1 | remaining: 164s    
step 00466 (45.3%) | loss: 4.166123 | lrm: 1.00 | dt: 299ms | tok/sec: 54,887 | mfu: 35.4% | epoch: 1 | remaining: 164s    
step 00467 (45.4%) | loss: 4.166054 | lrm: 1.00 | dt: 298ms | tok/sec: 54,979 | mfu: 35.5% | epoch: 1 | remaining: 164s    
step 00468 (45.4%) | loss: 4.171442 | lrm: 1.00 | dt: 298ms | tok/sec: 54,949 | mfu: 35.4% | epoch: 1 | remaining: 163s    
step 00469 (45.5%) | loss: 4.179025 | lrm: 1.00 | dt: 298ms | tok/sec: 55,012 | mfu: 35.5% | epoch: 1 | remaining: 163s    
step 00470 (45.6%) | loss: 4.186226 | lrm: 1.00 | dt: 298ms | tok/sec: 54,930 | mfu: 35.4% | epoch: 1 | remaining: 163s    
step 00471 (45.7%) | loss: 4.166322 | lrm: 1.00 | dt: 298ms | tok/sec: 54,952 | mfu: 35.4% | epoch: 1 | remaining: 162s    
step 00472 (45.8%) | loss: 4.176795 | lrm: 1.00 | dt: 298ms | tok/sec: 54,923 | mfu: 35.4% | epoch: 1 | remaining: 162s    
step 00473 (45.9%) | loss: 4.164688 | lrm: 1.00 | dt: 298ms | tok/sec: 54,905 | mfu: 35.4% | epoch: 1 | remaining: 162s    
step 00474 (46.0%) | loss: 4.166806 | lrm: 1.00 | dt: 299ms | tok/sec: 54,713 | mfu: 35.3% | epoch: 1 | remaining: 162s    
